"year","price","transmission","mileage","tax","mpg","engineSize"
"2016","22998","Semi-Auto","25536","160","51.4","3.0"
"2017","16798","Manual","24388","20","68.9","1.5"
"2017","15498","Manual","35295","20","68.9","1.5"
"2015","15998","Manual","29901","125","50.4","1.6"
"2014","10998","Semi-Auto","58500","30","65.7","1.8"
"2018","19998","Manual","26973","145","46.3","2.1"
"2013","15498","Semi-Auto","27415","160","44.1","2.0"
"2016","16998","Semi-Auto","38830","20","64.2","2.1"
"2015","16798","Semi-Auto","32409","30","64.2","2.1"
"2015","11498","Manual","32648","0","74.3","1.5"
"2013","11460","Manual","64000","125","50.4","1.6"
"2016","13991","Semi-Auto","49494","30","64.2","2.1"
"2018","20810","Automatic","18462","145","42.8","2.0"
"2016","16130","Semi-Auto","36152","125","56.5","2.1"
"2015","12380","Manual","34119","20","70.6","1.5"
"2018","20998","Manual","22740","145","46.3","2.1"
"2013","13998","Semi-Auto","29698","30","64.2","2.1"
"2015","16498","Semi-Auto","39858","125","56.5","2.1"
"2015","17998","Semi-Auto","25585","125","56.5","2.1"
"2016","24498","Semi-Auto","16840","125","56.5","2.1"
"2013","9998","Semi-Auto","34837","30","64.2","1.8"
"2017","23498","Semi-Auto","32902","125","56.5","2.1"
"2017","18498","Semi-Auto","26179","145","60.1","2.1"
"2018","17498","Manual","8601","145","51.4","1.6"
"2016","13498","Manual","25726","20","68.9","1.5"
"2017","16498","Manual","32917","30","64.2","2.1"
"2019","60998","Semi-Auto","100","145","40.9","3.0"
"2017","24998","Semi-Auto","44847","125","56.5","2.1"
"2014","9500","Semi-Auto","80084","30","58.9","2.1"
"2016","21498","Semi-Auto","17078","165","50.4","3.0"
"2019","23998","Semi-Auto","10357","145","61.4","2.0"
"2015","19700","Semi-Auto","33659","240","39.2","3.5"
"2016","17000","Semi-Auto","27361","125","56.5","2.1"
"2014","18500","Semi-Auto","48928","200","46.3","2.1"
"2013","16300","Semi-Auto","57367","200","44.8","2.1"
"2018","23000","Semi-Auto","10808","145","56.5","2.1"
"2013","8200","Manual","54257","30","61.4","1.5"
"2019","23000","Semi-Auto","7864","145","53.3","1.3"
"2017","25800","Semi-Auto","15334","145","56.5","2.1"
"2018","20998","Manual","11323","145","46.3","2.1"
"2019","20998","Semi-Auto","18881","145","67.3","1.5"
"2015","21298","Semi-Auto","15048","160","51.4","3.0"
"2019","25498","Semi-Auto","13953","145","51.4","2.2"
"2019","28998","Semi-Auto","5116","145","61.4","2.0"
"2017","17998","Semi-Auto","47465","145","64.2","2.1"
"2019","24998","Semi-Auto","15009","145","47.1","1.5"
"2018","27998","Semi-Auto","6787","145","57.7","2.0"
"2016","20498","Semi-Auto","10643","30","70.6","2.1"
"2018","47998","Semi-Auto","9783","145","31.7","3.0"
"2018","22998","Semi-Auto","16089","145","65.7","2.0"
"2017","23998","Semi-Auto","27354","160","49.6","3.0"
"2016","20698","Semi-Auto","22284","145","54.3","3.0"
"2017","43498","Semi-Auto","7517","145","37.2","3.0"
"2016","23998","Semi-Auto","7675","160","49.6","3.0"
"2016","18998","Semi-Auto","32107","160","52.3","3.0"
"2016","19298","Semi-Auto","26780","160","52.3","3.0"
"2017","29698","Semi-Auto","22052","200","47.9","2.1"
"2017","21998","Semi-Auto","20239","160","52.3","3.0"
"2017","18998","Semi-Auto","27493","0","78.5","2.1"
"2018","18998","Semi-Auto","15075","145","50.4","2.0"
"2017","20498","Semi-Auto","35494","145","61.4","2.0"
"2017","22698","Semi-Auto","36402","160","51.4","3.0"
"2016","13690","Manual","49761","20","68.9","2.1"
"2017","14490","Manual","14122","150","51.4","1.6"
"2014","13490","Semi-Auto","23226","30","58.9","2.1"
"2014","14490","Semi-Auto","31801","20","64.2","2.1"
"2018","29990","Semi-Auto","22923","150","40.9","2.0"
"2019","33990","Semi-Auto","5830","150","40.9","2.0"
"2014","14780","Semi-Auto","59884","30","64.2","2.1"
"2017","16922","Semi-Auto","52519","30","64.2","1.6"
"2017","18350","Semi-Auto","42000","30","64.2","2.1"
"2016","17595","Automatic","28192","30","64.2","2.1"
"2016","20998","Semi-Auto","37181","160","51.4","3.0"
"2016","18698","Semi-Auto","35595","30","70.6","2.1"
"2017","20998","Semi-Auto","16016","145","72.4","2.0"
"2016","20298","Semi-Auto","14035","30","70.6","2.1"
"2015","20498","Semi-Auto","27688","160","51.4","3.0"
"2016","25998","Semi-Auto","27307","200","47.9","2.1"
"2014","19998","Semi-Auto","25696","165","52.3","3.0"
"2015","16315","Semi-Auto","46155","30","64.2","2.1"
"2019","19998","Semi-Auto","13744","145","45.6","1.3"
"2018","19990","Manual","23415","145","46.3","2.1"
"2017","18990","Semi-Auto","43500","145","61.4","2.0"
"2014","12990","Semi-Auto","41362","145","49.6","1.6"
"2018","19990","Semi-Auto","24508","145","48.7","1.6"
"2016","31390","Semi-Auto","30772","300","39.2","3.0"
"2017","24990","Automatic","6668","145","58.9","2.1"
"2017","29998","Semi-Auto","41298","205","45.6","2.2"
"2015","28998","Semi-Auto","10284","205","47.9","3.0"
"2019","29998","Semi-Auto","8520","145","61.4","2.0"
"2016","21398","Semi-Auto","34056","160","51.4","3.0"
"2016","22498","Semi-Auto","14466","160","51.4","3.0"
"2019","20998","Semi-Auto","6354","145","65.7","1.5"
"2019","59998","Semi-Auto","10500","145","34.5","3.0"
"2016","21998","Semi-Auto","30496","160","51.4","3.0"
"2016","22498","Semi-Auto","23636","160","51.4","3.0"
"2015","17636","Semi-Auto","24923","30","64.2","2.1"
"2017","18990","Semi-Auto","25326","145","72.4","2.0"
"2019","21290","Automatic","12046","145","67.3","1.5"
"2017","13990","Semi-Auto","17603","125","53.3","1.6"
"2019","21980","Automatic","7716","145","45.6","1.5"
"2019","23990","Automatic","1647","145","45.6","1.5"
"2019","21980","Semi-Auto","5572","145","45.6","1.5"
"2019","44990","Automatic","8351","145","32.8","3.0"
"2015","27998","Semi-Auto","30554","200","48.7","3.0"
"2015","34998","Semi-Auto","22651","300","39.2","3.0"
"2017","21998","Semi-Auto","20044","145","61.4","2.0"
"2015","22498","Semi-Auto","37484","300","39.2","3.0"
"2014","9998","Semi-Auto","16378","20","68.9","1.5"
"2019","54990","Semi-Auto","18717","145","34.0","3.0"
"2018","24490","Semi-Auto","11052","145","65.7","2.0"
"2014","28990","Semi-Auto","19562","570","23.5","6.2"
"2016","15990","Manual","19715","30","62.8","2.1"
"2018","17490","Manual","15049","145","62.8","2.1"
"2014","13990","Semi-Auto","49491","125","57.7","2.1"
"2019","43990","Automatic","10974","145","36.7","3.0"
"2019","43490","Semi-Auto","14026","145","36.7","3.0"
"2017","30498","Semi-Auto","22539","145","47.9","2.1"
"2019","27990","Automatic","101","145","61.4","2.0"
"2020","22490","Automatic","3521","145","56.5","2.0"
"2020","27480","Semi-Auto","2459","145","44.1","1.3"
"2020","29950","Semi-Auto","101","145","64.2","2.0"
"2017","14990","Semi-Auto","27424","145","65.7","2.1"
"2017","31990","Semi-Auto","8581","145","42.8","3.0"
"2020","31950","Automatic","2985","145","51.4","2.0"
"2016","20990","Semi-Auto","36051","30","65.7","2.1"
"2017","34950","Semi-Auto","22067","135","76.4","3.0"
"2015","15390","Semi-Auto","60216","125","55.4","2.1"
"2017","17990","Semi-Auto","40789","145","72.4","2.0"
"2020","43950","Semi-Auto","2859","145","36.2","2.0"
"2020","29950","Semi-Auto","101","145","48.7","2.0"
"2020","33950","Automatic","2568","145","42.8","2.0"
"2019","24950","Automatic","1440","145","55.4","2.0"
"2018","25990","Semi-Auto","9699","145","44.1","2.0"
"2020","21750","Manual","4001","145","47.1","1.3"
"2020","21750","Manual","2896","145","47.1","1.3"
"2017","16490","Manual","32282","145","51.4","1.6"
"2015","36990","Automatic","12659","300","34.5","4.0"
"2017","40990","Semi-Auto","6200","150","52.3","3.0"
"2015","18998","Semi-Auto","39530","145","54.3","3.0"
"2016","30998","Semi-Auto","23743","200","47.9","3.0"
"2017","19998","Semi-Auto","23690","125","58.9","2.1"
"2017","21998","Semi-Auto","19249","145","65.7","2.0"
"2016","18698","Semi-Auto","30269","30","70.6","2.1"
"2016","19998","Semi-Auto","35665","145","54.3","3.0"
"2013","11998","Semi-Auto","30035","160","44.8","1.6"
"2017","17998","Semi-Auto","22349","145","50.4","2.0"
"2016","22998","Semi-Auto","13720","165","51.4","3.0"
"2013","9490","Semi-Auto","41921","145","47.9","1.6"
"2017","15690","Semi-Auto","35488","20","65.7","2.1"
"2017","13790","Manual","18332","125","51.4","1.6"
"2017","14990","Manual","41647","20","65.7","2.1"
"2016","19990","Semi-Auto","23543","160","51.4","3.0"
"2018","19490","Semi-Auto","11810","145","61.4","2.1"
"2019","28990","Semi-Auto","2000","145","57.7","2.0"
"2019","20950","Semi-Auto","4692","145","65.7","1.3"
"2017","19250","Semi-Auto","23523","125","60.1","2.1"
"2016","22990","Automatic","49521","160","51.4","3.0"
"2016","16450","Manual","25623","200","41.5","2.0"
"2019","21990","Automatic","6954","145","67.3","1.5"
"2018","26480","Semi-Auto","10833","145","56.5","2.1"
"2017","20790","Semi-Auto","22485","0","74.3","2.1"
"2019","53990","Automatic","5214","145","32.5","3.0"
"2016","19490","Semi-Auto","59442","125","56.5","2.1"
"2018","27990","Semi-Auto","21734","150","56.5","2.1"
"2017","18998","Semi-Auto","18847","150","50.4","1.6"
"2016","20498","Semi-Auto","33026","165","51.4","3.0"
"2015","20498","Semi-Auto","41955","165","51.4","3.0"
"2016","21498","Semi-Auto","35474","165","51.4","3.0"
"2017","18698","Semi-Auto","20954","150","67.3","2.1"
"2016","22998","Semi-Auto","34544","165","49.6","3.0"
"2020","66990","Semi-Auto","2596","145","30.4","3.0"
"2020","28990","Automatic","3458","145","46.3","1.5"
"2019","31990","Automatic","7977","145","56.5","2.1"
"2016","14450","Semi-Auto","19598","125","53.3","2.0"
"2017","27990","Semi-Auto","25782","145","56.5","2.1"
"2016","19690","Semi-Auto","38087","20","67.3","2.1"
"2018","38990","Semi-Auto","10638","145","34.0","3.0"
"2017","15590","Semi-Auto","34553","145","68.9","2.1"
"2019","45990","Semi-Auto","14259","145","52.3","3.0"
"2017","37950","Semi-Auto","20925","145","39.2","3.0"
"2018","36850","Automatic","4841","145","34.0","3.0"
"2019","30950","Automatic","101","145","55.4","2.0"
"2019","99950","Automatic","2013","145","22.6","4.0"
"2019","54990","Automatic","1501","145","41.5","3.0"
"2019","24950","Automatic","7006","145","47.1","1.5"
"2019","25950","Automatic","10485","145","47.1","1.5"
"2019","34950","Automatic","3100","145","43.5","2.0"
"2020","32950","Automatic","3528","145","44.8","2.0"
"2019","35490","Automatic","2644","145","40.9","2.0"
"2020","23690","Automatic","3012","145","55.4","2.0"
"2017","27990","Automatic","17400","145","42.8","3.0"
"2019","20990","Semi-Auto","15059","145","67.3","1.5"
"2019","24990","Semi-Auto","13501","145","51.4","2.2"
"2018","21990","Semi-Auto","1871","145","44.1","1.5"
"2015","14750","Semi-Auto","32594","20","64.2","2.1"
"2017","27950","Automatic","23825","145","42.8","3.0"
"2017","27790","Automatic","25906","145","42.8","3.0"
"2019","21450","Semi-Auto","11712","145","67.3","1.5"
"2018","20295","Semi-Auto","9748","145","53.3","1.3"
"2018","18990","Semi-Auto","12449","145","53.3","1.3"
"2019","19990","Semi-Auto","9191","145","53.3","1.3"
"2019","36490","Semi-Auto","7036","145","48.7","2.9"
"2018","33990","Semi-Auto","8123","145","48.7","2.9"
"2019","18490","Semi-Auto","6725","145","68.9","1.5"
"2019","21450","Semi-Auto","11597","145","67.3","1.5"
"2018","17990","Semi-Auto","15907","145","65.7","1.5"
"2018","17990","Semi-Auto","16196","145","65.7","1.5"
"2018","19498","Semi-Auto","12353","145","53.3","1.3"
"2017","25498","Semi-Auto","9444","145","56.5","2.1"
"2015","13109","Semi-Auto","24091","20","68.9","2.1"
"2019","27990","Semi-Auto","4158","145","39.8","2.0"
"2019","29490","Semi-Auto","8115","145","56.5","2.1"
"2019","19990","Semi-Auto","12456","145","53.3","1.3"
"2015","21967","Semi-Auto","47430","200","47.9","2.1"
"2013","9798","Semi-Auto","60948","150","54.3","2.1"
"2016","21998","Automatic","29884","125","56.5","2.1"
"2018","26998","Automatic","6286","145","39.8","2.0"
"2016","17998","Automatic","32769","30","64.2","2.1"
"2017","18998","Automatic","20949","145","61.4","2.1"
"2014","15498","Semi-Auto","53000","145","55.4","2.1"
"2015","12691","Semi-Auto","78000","125","61.4","2.1"
"2014","16087","Automatic","70308","200","44.8","2.1"
"2013","11991","Semi-Auto","85967","200","46.3","3.0"
"2013","9600","Automatic","51458","145","56.5","2.0"
"2014","11791","Semi-Auto","42879","145","53.3","2.1"
"2015","10991","Semi-Auto","67865","20","68.9","2.1"
"2014","13251","Semi-Auto","41700","20","64.2","2.1"
"2016","13691","Semi-Auto","36538","30","65.7","1.6"
"2015","10991","Semi-Auto","50501","20","68.9","2.1"
"2016","15291","Semi-Auto","10730","20","70.6","2.1"
"2015","11991","Semi-Auto","59492","20","67.3","2.1"
"2018","19991","Semi-Auto","20027","150","60.1","2.1"
"2017","13291","Semi-Auto","21742","20","70.6","2.1"
"2016","14521","Manual","35005","30","62.8","2.1"
"2018","20991","Semi-Auto","19561","150","45.6","2.0"
"2017","23791","Semi-Auto","17263","30","65.7","2.1"
"2018","23498","Semi-Auto","5659","145","40.4","2.0"
"2015","32998","Semi-Auto","22548","330","36.2","3.0"
"2017","20998","Semi-Auto","17890","160","52.3","3.0"
"2014","13491","Manual","56000","20","68.9","2.1"
"2016","15378","Manual","21256","30","62.8","2.1"
"2015","15990","Semi-Auto","49626","125","55.4","2.1"
"2017","26027","Semi-Auto","20575","145","40.4","2.0"
"2019","44990","Automatic","11607","145","37.2","3.0"
"2016","17991","Semi-Auto","26193","125","56.6","2.1"
"2019","47484","Automatic","3439","145","27.4","4.0"
"2017","13587","Semi-Auto","61305","150","65.7","1.6"
"2016","15597","Semi-Auto","20866","20","70.6","2.1"
"2015","16310","Semi-Auto","55226","30","64.2","2.1"
"2019","49500","Automatic","4250","145","31.7","3.0"
"2019","44990","Automatic","1474","145","29.1","3.0"
"2019","25490","Automatic","7512","145","72.4","2.0"
"2020","21990","Automatic","4239","145","55.4","2.0"
"2018","20991","Semi-Auto","5322","145","53.3","1.3"
"2019","19511","Semi-Auto","10543","145","68.9","1.5"
"2017","18200","Semi-Auto","25296","30","61.4","2.1"
"2017","27520","Semi-Auto","33590","145","56.5","2.1"
"2020","45990","Semi-Auto","159","145","45.6","3.0"
"2015","13621","Semi-Auto","57066","30","65.7","1.6"
"2016","17991","Semi-Auto","20233","125","56.6","2.1"
"2017","17047","Semi-Auto","14951","145","68.9","2.1"
"2017","27990","Semi-Auto","17299","200","40.9","2.0"
"2015","14550","Semi-Auto","30369","20","62.8","2.1"
"2016","16411","Semi-Auto","18914","20","68.9","2.1"
"2017","16991","Semi-Auto","29907","145","64.2","2.1"
"2016","26320","Semi-Auto","26065","145","56.5","2.1"
"2018","20990","Semi-Auto","18166","145","56.5","2.1"
"2017","27490","Semi-Auto","31775","145","40.9","2.0"
"2016","18300","Automatic","36188","30","65.7","2.0"
"2018","18950","Semi-Auto","11577","145","67.3","2.1"
"2017","22750","Semi-Auto","29929","145","56.5","2.1"
"2019","21250","Semi-Auto","4878","145","53.3","1.3"
"2017","27950","Semi-Auto","14156","145","47.9","2.1"
"2016","29990","Semi-Auto","63250","145","32.5","3.0"
"2016","21990","Automatic","32266","160","51.4","3.0"
"2016","20490","Semi-Auto","10542","125","51.4","2.0"
"2015","14980","Semi-Auto","59101","160","51.4","2.1"
"2018","43990","Automatic","10405","145","37.2","3.0"
"2017","20750","Semi-Auto","9447","145","67.3","2.1"
"2018","26625","Automatic","7175","145","57.7","2.0"
"2019","23690","Semi-Auto","14077","145","72.4","2.0"
"2019","25240","Automatic","14049","145","51.4","2.2"
"2019","18240","Automatic","15806","145","68.9","1.5"
"2017","24780","Automatic","27484","145","56.5","2.1"
"2017","24510","Automatic","26995","145","56.5","2.1"
"2019","32340","Automatic","1303","145","44.8","2.0"
"2019","20991","Semi-Auto","8728","145","53.3","1.3"
"2019","27890","Automatic","19072","145","56.5","2.1"
"2019","21291","Semi-Auto","13361","145","67.3","1.5"
"2019","21190","Semi-Auto","14703","145","67.3","1.5"
"2019","22990","Semi-Auto","15956","145","72.4","2.0"
"2019","18990","Semi-Auto","13145","145","68.9","1.5"
"2017","21650","Automatic","33943","145","47.1","2.0"
"2019","42590","Automatic","12419","145","32.5","3.0"
"2019","24690","Semi-Auto","15210","145","47.1","1.5"
"2017","18270","Semi-Auto","49783","30","64.2","2.1"
"2018","24690","Semi-Auto","40422","145","56.5","2.1"
"2015","13000","Semi-Auto","50963","125","61.4","2.1"
"2018","28295","Semi-Auto","15000","145","56.5","2.1"
"2018","20498","Manual","21681","145","46.3","2.1"
"2013","11998","Semi-Auto","60090","200","46.3","3.0"
"2013","14498","Semi-Auto","25064","160","45.6","2.0"
"2017","13298","Manual","31705","150","68.9","1.5"
"2017","28498","Semi-Auto","26416","205","47.9","2.1"
"2016","15998","Manual","34699","20","67.3","2.1"
"2015","11998","Semi-Auto","50244","20","68.9","1.5"
"2017","15990","Semi-Auto","38051","20","64.2","2.1"
"2019","20741","Semi-Auto","11112","145","53.3","1.3"
"2017","20591","Semi-Auto","21023","30","64.2","2.1"
"2019","27991","Semi-Auto","8811","145","41.5","2.1"
"2016","19991","Semi-Auto","35975","20","67.3","2.1"
"2017","38580","Automatic","22957","145","37.2","3.0"
"2016","18435","Semi-Auto","40882","125","56.5","2.1"
"2018","20490","Semi-Auto","640","145","53.3","1.3"
"2018","17990","Semi-Auto","20238","145","53.3","1.3"
"2019","19990","Semi-Auto","8293","145","53.3","1.3"
"2018","18490","Semi-Auto","10857","145","53.3","1.3"
"2019","18085","Semi-Auto","14669","145","68.9","1.5"
"2019","18790","Semi-Auto","14288","145","64.2","2.1"
"2017","29991","Semi-Auto","22489","150","56.5","2.1"
"2017","16990","Semi-Auto","36414","30","64.2","2.1"
"2019","30055","Automatic","3686","145","54.3","2.0"
"2019","20640","Semi-Auto","5864","145","53.3","1.3"
"2019","19599","Manual","13993","145","28.5","1.3"
"2019","20450","Manual","8428","145","28.5","1.3"
"2016","13490","Semi-Auto","33530","20","74.3","1.5"
"2017","19290","Semi-Auto","26626","20","67.3","2.1"
"2016","20990","Automatic","44013","125","56.5","2.1"
"2016","14490","Manual","33626","145","49.6","1.6"
"2017","33990","Semi-Auto","45129","145","34.0","3.0"
"2017","19490","Semi-Auto","24046","30","65.7","2.0"
"2016","13291","Semi-Auto","45250","20","68.9","2.1"
"2015","18191","Semi-Auto","11470","30","64.2","1.6"
"2016","20991","Semi-Auto","26205","125","58.9","2.1"
"2017","20871","Semi-Auto","37194","145","65.7","2.1"
"2018","25891","Semi-Auto","2240","145","44.1","2.0"
"2016","18391","Semi-Auto","42192","20","67.3","2.1"
"2017","28991","Semi-Auto","17314","145","47.9","2.1"
"2016","22498","Semi-Auto","25220","125","56.5","2.1"
"2017","24498","Semi-Auto","36058","125","56.5","2.1"
"2015","13498","Manual","31125","20","70.6","2.1"
